,Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
567,1964,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,24.0
568,1964,Speedskating,"Women's 1,500 Meters",Finland,Women,2,silver,Kaija Mustonen,22.0
569,1964,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,3,bronze,Berta Kolokoltseva,26.0
570,1964,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,24.0
571,1964,Speedskating,"Women's 3,000 Meters",North Korea,Women,2,silver,Han Pil-Hwa,22.0
572,1964,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,2,silver,Valentina Stenina,29.0
573,1968,Alpine Skiing,Men's Downhill,France,Men,1,gold,Jean-Claude Killy,24.0
574,1968,Alpine Skiing,Men's Downhill,France,Men,2,silver,Guy PÃ©rillat,27.0
575,1968,Alpine Skiing,Men's Downhill,Switzerland,Men,3,bronze,Jean-Daniel DÃ¤twyler,22.0
576,1968,Alpine Skiing,Men's Giant Slalom,France,Men,1,gold,Jean-Claude Killy,24.0
577,1968,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,2,silver,Willy Favre,24.0
578,1968,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Heini Messner,28.0
579,1968,Alpine Skiing,Men's Slalom,France,Men,1,gold,Jean-Claude Killy,24.0
580,1968,Alpine Skiing,Men's Slalom,Austria,Men,2,silver,Herbert Huber,23.0
581,1968,Alpine Skiing,Men's Slalom,Austria,Men,3,bronze,Alfred Matt,19.0
582,1968,Alpine Skiing,Women's Downhill,Austria,Women,1,gold,Olga Pall,21.0
583,1968,Alpine Skiing,Women's Downhill,France,Women,2,silver,Isabelle Mir,18.0
584,1968,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Christl Haas,24.0
585,1968,Alpine Skiing,Women's Giant Slalom,Canada,Women,1,gold,Nancy Greene,24.0
586,1968,Alpine Skiing,Women's Giant Slalom,France,Women,2,silver,Annie Famose,23.0
587,1968,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,3,bronze,Fernande Bochatay,22.0
588,1968,Alpine Skiing,Women's Slalom,France,Women,1,gold,Marielle Goitschel,22.0
589,1968,Alpine Skiing,Women's Slalom,Canada,Women,2,silver,Nancy Greene,24.0
590,1968,Alpine Skiing,Women's Slalom,France,Women,3,bronze,Annie Famose,23.0
591,1968,Biathlon,Men's 20 Kilometers,Norway,Men,1,gold,Magnar Solberg,31.0
592,1968,Biathlon,Men's 20 Kilometers,Soviet Union,Men,2,silver,Aleksandr Tikhonov,21.0
593,1968,Biathlon,Men's 20 Kilometers,Soviet Union,Men,3,bronze,Vladimir Gundartsev,23.0
594,1968,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
595,1968,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Norway,Men,2,silver,Norway,
596,1968,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Sweden,Men,3,bronze,Sweden,
597,1968,Bobsled,Men's Two,Italy,Men,1,gold,Italy-1,
598,1968,Bobsled,Men's Two,West Germany,Men,2,silver,West Germany-1,
599,1968,Bobsled,Men's Two,Romania,Men,3,bronze,Romania-1,
600,1968,Bobsled,Men's Four,Italy,Men,1,gold,Italy-1,
601,1968,Bobsled,Men's Four,Austria,Men,2,silver,Austria-1,
602,1968,Bobsled,Men's Four,Switzerland,Men,3,bronze,Switzerland-1,
603,1968,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,1,gold,Harald GrÃ¸nningen,33.0
604,1968,Cross-Country Skiing,Men's 15 Kilometers,Finland,Men,2,silver,Eero MÃ¤ntyranta,30.0
605,1968,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,3,bronze,Gunnar Larsson,23.0
606,1968,Cross-Country Skiing,Men's 30 Kilometers,Italy,Men,1,gold,Franco Nones,27.0
607,1968,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,2,silver,Odd Martinsen,25.0
608,1968,Cross-Country Skiing,Men's 30 Kilometers,Finland,Men,3,bronze,Eero MÃ¤ntyranta,30.0
609,1968,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,1,gold,Ole EllefsÃ¦ter,28.0
610,1968,Cross-Country Skiing,Men's 50 Kilometers,Soviet Union,Men,2,silver,Vyacheslav Vedenin,26.0
611,1968,Cross-Country Skiing,Men's 50 Kilometers,Switzerland,Men,3,bronze,Josef Haas,30.0
612,1968,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,1,gold,Norway,
613,1968,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,2,silver,Sweden,
614,1968,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,3,bronze,Finland,
615,1968,Cross-Country Skiing,Women's 5 Kilometers,Sweden,Women,1,gold,Toini Gustafsson,30.0
616,1968,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,2,silver,Galina Kulakova,25.0
617,1968,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,3,bronze,Alevtina Kolchina,37.0
618,1968,Cross-Country Skiing,Women's 10 Kilometers,Sweden,Women,1,gold,Toini Gustafsson,30.0
619,1968,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,2,silver,Berit MÃ¸rdre-Lammedal,27.0
620,1968,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,3,bronze,Inger Aufles,26.0
621,1968,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Norway,Women,1,gold,Norway,
622,1968,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,2,silver,Sweden,
623,1968,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,3,bronze,Soviet Union,
624,1968,Figure Skating,Men's Singles,Austria,Men,1,gold,Wolfgang Schwarz,20.0
625,1968,Figure Skating,Men's Singles,United States,Men,2,silver,Tim Wood,19.0
626,1968,Figure Skating,Men's Singles,France,Men,3,bronze,Patrick Pera,19.0
627,1968,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
628,1968,Figure Skating,Mixed Pairs,Soviet Union,Mixed,2,silver,Soviet Union-2,
629,1968,Figure Skating,Mixed Pairs,West Germany,Mixed,3,bronze,West Germany-1,
630,1968,Figure Skating,Women's Singles,United States,Women,1,gold,Peggy Fleming,19.0
631,1968,Figure Skating,Women's Singles,East Germany,Women,2,silver,Gabriele Seyfert,19.0
632,1968,Figure Skating,Women's Singles,Czechoslovakia,Women,3,bronze,Hana MaÅ¡kovÃ¡,18.0
633,1968,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
634,1968,Ice Hockey,Men's Ice Hockey,Czechoslovakia,Men,2,silver,Czechoslovakia,
635,1968,Ice Hockey,Men's Ice Hockey,Canada,Men,3,bronze,Canada,
636,1968,Luge,Men's Singles,Austria,Men,1,gold,Manfred Schmid,23.0
637,1968,Luge,Men's Singles,East Germany,Men,2,silver,Thomas KÃ¶hler,27.0
638,1968,Luge,Men's Singles,East Germany,Men,3,bronze,Klaus-Michael Bonsack,26.0
639,1968,Luge,Men's Doubles,East Germany,Men,1,gold,East Germany-1,
640,1968,Luge,Men's Doubles,Austria,Men,2,silver,Austria-1,
641,1968,Luge,Men's Doubles,West Germany,Men,3,bronze,West Germany-1,
642,1968,Luge,Women's Singles,Italy,Women,1,gold,Erika Lechner,20.0
643,1968,Luge,Women's Singles,West Germany,Women,2,silver,Christa Schmuck,24.0
644,1968,Luge,Women's Singles,West Germany,Women,3,bronze,Angelika DÃ¼nhaupt,21.0
645,1968,Nordic Combined,Men's Individual,West Germany,Men,1,gold,Franz Keller,23.0
646,1968,Nordic Combined,Men's Individual,Switzerland,Men,2,silver,Alois KÃ¤lin,28.0
647,1968,Nordic Combined,Men's Individual,East Germany,Men,3,bronze,Andreas Kunz,21.0
648,1968,Ski Jumping,"Men's Normal Hill, Individual",Czechoslovakia,Men,1,gold,JiÅ™Ã­ RaÅ¡ka,27.0
649,1968,Ski Jumping,"Men's Normal Hill, Individual",Austria,Men,2,silver,Reinhold Bachler,23.0
650,1968,Ski Jumping,"Men's Normal Hill, Individual",Austria,Men,3,bronze,Baldur Preiml,28.0
651,1968,Ski Jumping,"Men's Large Hill, Individual",Soviet Union,Men,1,gold,Vladimir Belousov,21.0
652,1968,Ski Jumping,"Men's Large Hill, Individual",Czechoslovakia,Men,2,silver,JiÅ™Ã­ RaÅ¡ka,27.0
653,1968,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,3,bronze,Lars Grini,23.0
654,1968,Speedskating,Men's 500 Meters,West Germany,Men,1,gold,Erhard Keller,23.0
655,1968,Speedskating,Men's 500 Meters,United States,Men,2,silver,Terry McDermott,27.0
656,1968,Speedskating,Men's 500 Meters,Norway,Men,2,silver,Magne Thomassen,26.0
657,1968,Speedskating,"Men's 1,500 Meters",Netherlands,Men,1,gold,Kees Verkerk,25.0
658,1968,Speedskating,"Men's 1,500 Meters",Norway,Men,2,silver,Ivar Eriksen,25.0
659,1968,Speedskating,"Men's 1,500 Meters",Netherlands,Men,2,silver,Ard Schenk,23.0
660,1968,Speedskating,"Men's 5,000 Meters",Norway,Men,1,gold,Fred Anton Maier,29.0
661,1968,Speedskating,"Men's 5,000 Meters",Netherlands,Men,2,silver,Kees Verkerk,25.0
662,1968,Speedskating,"Men's 5,000 Meters",Netherlands,Men,3,bronze,Peter Nottet,23.0
663,1968,Speedskating,"Men's 10,000 Meters",Sweden,Men,1,gold,Johnny HÃ¶glin,24.0
664,1968,Speedskating,"Men's 10,000 Meters",Norway,Men,2,silver,Fred Anton Maier,29.0
665,1968,Speedskating,"Men's 10,000 Meters",Sweden,Men,3,bronze,Ã–rjan Sandler,27.0
666,1968,Speedskating,Women's 500 Meters,Soviet Union,Women,1,gold,Lyudmila Titova,21.0
667,1968,Speedskating,Women's 500 Meters,United States,Women,2,silver,Jenny Fish,18.0
668,1968,Speedskating,Women's 500 Meters,United States,Women,2,silver,Dianne Holum,16.0
669,1968,Speedskating,Women's 500 Meters,United States,Women,2,silver,Mary Meyers,21.0
670,1968,Speedskating,"Women's 1,000 Meters",Netherlands,Women,1,gold,Carry Geijssen,21.0
671,1968,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,2,silver,Lyudmila Titova,21.0
672,1968,Speedskating,"Women's 1,000 Meters",United States,Women,3,bronze,Dianne Holum,16.0
673,1968,Speedskating,"Women's 1,500 Meters",Finland,Women,1,gold,Kaija Mustonen,26.0
674,1968,Speedskating,"Women's 1,500 Meters",Netherlands,Women,2,silver,Carry Geijssen,21.0
675,1968,Speedskating,"Women's 1,500 Meters",Netherlands,Women,3,bronze,Stien Baas-Kaiser,29.0
676,1968,Speedskating,"Women's 3,000 Meters",Netherlands,Women,1,gold,Ans Schut,23.0
677,1968,Speedskating,"Women's 3,000 Meters",Finland,Women,2,silver,Kaija Mustonen,26.0
678,1968,Speedskating,"Women's 3,000 Meters",Netherlands,Women,3,bronze,Stien Baas-Kaiser,29.0
679,1972,Alpine Skiing,Men's Downhill,Switzerland,Men,1,gold,Bernhard Russi,23.0
680,1972,Alpine Skiing,Men's Downhill,Switzerland,Men,2,silver,Roland Collombin,20.0
681,1972,Alpine Skiing,Men's Downhill,Austria,Men,3,bronze,Heini Messner,32.0
682,1972,Alpine Skiing,Men's Giant Slalom,Italy,Men,1,gold,Gustavo Thoeni,20.0
683,1972,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,2,silver,Edy Bruggmann,28.0
684,1972,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,3,bronze,Werner Mattle,22.0
685,1972,Alpine Skiing,Men's Slalom,Spain,Men,1,gold,Francisco FernÃ¡ndez Ochoa,21.0
686,1972,Alpine Skiing,Men's Slalom,Italy,Men,2,silver,Gustavo Thoeni,20.0
687,1972,Alpine Skiing,Men's Slalom,Italy,Men,3,bronze,Rolando Thoeni,21.0
688,1972,Alpine Skiing,Women's Downhill,Switzerland,Women,1,gold,Marie-Theres Nadig,17.0
689,1972,Alpine Skiing,Women's Downhill,Austria,Women,2,silver,Annemarie Moser-PrÃ¶ll,18.0
690,1972,Alpine Skiing,Women's Downhill,United States,Women,3,bronze,Susie Corrock,20.0
691,1972,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,1,gold,Marie-Theres Nadig,17.0
692,1972,Alpine Skiing,Women's Giant Slalom,Austria,Women,2,silver,Annemarie Moser-PrÃ¶ll,18.0
693,1972,Alpine Skiing,Women's Giant Slalom,Austria,Women,3,bronze,Wiltrud Drexel,21.0
694,1972,Alpine Skiing,Women's Slalom,United States,Women,1,gold,Barbara Cochran,21.0
695,1972,Alpine Skiing,Women's Slalom,France,Women,2,silver,DaniÃ¨le Debernard,17.0
696,1972,Alpine Skiing,Women's Slalom,France,Women,3,bronze,Florence Steurer,22.0
697,1972,Biathlon,Men's 20 Kilometers,Norway,Men,1,gold,Magnar Solberg,34.0
698,1972,Biathlon,Men's 20 Kilometers,East Germany,Men,2,silver,HansjÃ¶rg Knauthe,27.0
699,1972,Biathlon,Men's 20 Kilometers,Sweden,Men,3,bronze,Lars-GÃ¶ran Arwidson,25.0
700,1972,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
701,1972,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Finland,Men,2,silver,Finland,
702,1972,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,East Germany,Men,3,bronze,East Germany,
703,1972,Bobsled,Men's Two,West Germany,Men,1,gold,West Germany-2,
704,1972,Bobsled,Men's Two,West Germany,Men,2,silver,West Germany-1,
705,1972,Bobsled,Men's Two,Switzerland,Men,3,bronze,Switzerland-1,
706,1972,Bobsled,Men's Four,Switzerland,Men,1,gold,Switzerland-1,
707,1972,Bobsled,Men's Four,Italy,Men,2,silver,Italy-1,
708,1972,Bobsled,Men's Four,West Germany,Men,3,bronze,West Germany-1,
709,1972,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,1,gold,Sven-Ã…ke LundbÃ¤ck,24.0
710,1972,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,2,silver,Fyodor Simashov,26.0
711,1972,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,3,bronze,Ivar Formo,20.0
712,1972,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,1,gold,Vyacheslav Vedenin,30.0
713,1972,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,2,silver,PÃ¥l Tyldum,29.0
714,1972,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,3,bronze,Johs Harviken,28.0
715,1972,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,1,gold,PÃ¥l Tyldum,29.0
716,1972,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,2,silver,Magne Myrmo,28.0
717,1972,Cross-Country Skiing,Men's 50 Kilometers,Soviet Union,Men,3,bronze,Vyacheslav Vedenin,30.0
718,1972,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
719,1972,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,2,silver,Norway,
720,1972,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Switzerland,Men,3,bronze,Switzerland,
721,1972,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,1,gold,Galina Kulakova,29.0
722,1972,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,2,silver,Marjatta Kajosmaa,34.0
723,1972,Cross-Country Skiing,Women's 5 Kilometers,Czechoslovakia,Women,3,bronze,Helena Å ikolovÃ¡,22.0
724,1972,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Galina Kulakova,29.0
725,1972,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Alevtina Olyunina-Smirnova,29.0
726,1972,Cross-Country Skiing,Women's 10 Kilometers,Finland,Women,3,bronze,Marjatta Kajosmaa,34.0
727,1972,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,1,gold,Soviet Union,
728,1972,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,2,silver,Finland,
729,1972,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Norway,Women,3,bronze,Norway,
730,1972,Figure Skating,Men's Singles,Czechoslovakia,Men,1,gold,Ondrej Nepela,21.0
731,1972,Figure Skating,Men's Singles,Soviet Union,Men,2,silver,Sergey Chetverukhin,26.0
732,1972,Figure Skating,Men's Singles,France,Men,3,bronze,Patrick Pera,23.0
733,1972,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
734,1972,Figure Skating,Mixed Pairs,Soviet Union,Mixed,2,silver,Soviet Union-2,
735,1972,Figure Skating,Mixed Pairs,East Germany,Mixed,3,bronze,East Germany-1,
736,1972,Figure Skating,Women's Singles,Austria,Women,1,gold,Trixi Schuba,20.0
737,1972,Figure Skating,Women's Singles,Canada,Women,2,silver,Karen Magnussen,19.0
738,1972,Figure Skating,Women's Singles,United States,Women,3,bronze,Janet Lynn,18.0
739,1972,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
740,1972,Ice Hockey,Men's Ice Hockey,United States,Men,2,silver,United States,
741,1972,Ice Hockey,Men's Ice Hockey,Czechoslovakia,Men,3,bronze,Czechoslovakia,
742,1972,Luge,Men's Singles,East Germany,Men,1,gold,Wolfgang Scheidel,28.0
743,1972,Luge,Men's Singles,East Germany,Men,2,silver,Harald Ehrig,22.0
744,1972,Luge,Men's Singles,East Germany,Men,3,bronze,Wolfram Fiedler,20.0
745,1972,Luge,Men's Doubles,Italy,Men,1,gold,Italy-1,
746,1972,Luge,Men's Doubles,East Germany,Men,1,gold,East Germany-1,
747,1972,Luge,Men's Doubles,East Germany,Men,3,bronze,East Germany-2,
748,1972,Luge,Women's Singles,East Germany,Women,1,gold,Anna-Maria MÃ¼ller,22.0
749,1972,Luge,Women's Singles,East Germany,Women,2,silver,Ute RÃ¼hrold,17.0
750,1972,Luge,Women's Singles,East Germany,Women,3,bronze,Margit Schumann,19.0
751,1972,Nordic Combined,Men's Individual,East Germany,Men,1,gold,Ulrich Wehling,19.0
752,1972,Nordic Combined,Men's Individual,Finland,Men,2,silver,Rauno Miettinen,22.0
753,1972,Nordic Combined,Men's Individual,East Germany,Men,3,bronze,Karl-Heinz Luck,27.0
754,1972,Ski Jumping,"Men's Normal Hill, Individual",Japan,Men,1,gold,Yukio Kasaya,28.0
755,1972,Ski Jumping,"Men's Normal Hill, Individual",Japan,Men,2,silver,Akitsugu Konno,27.0
756,1972,Ski Jumping,"Men's Normal Hill, Individual",Japan,Men,3,bronze,Seiji Aochi,29.0
757,1972,Ski Jumping,"Men's Large Hill, Individual",Poland,Men,1,gold,Wojciech Fortuna,19.0
758,1972,Ski Jumping,"Men's Large Hill, Individual",Switzerland,Men,2,silver,Walter Steiner,20.0
759,1972,Ski Jumping,"Men's Large Hill, Individual",East Germany,Men,3,bronze,Rainer Schmidt,23.0
760,1972,Speedskating,Men's 500 Meters,West Germany,Men,1,gold,Erhard Keller,27.0
761,1972,Speedskating,Men's 500 Meters,Sweden,Men,2,silver,Hasse BÃ¶rjes,24.0
762,1972,Speedskating,Men's 500 Meters,Soviet Union,Men,3,bronze,Valery Muratov,25.0
763,1972,Speedskating,"Men's 1,500 Meters",Netherlands,Men,1,gold,Ard Schenk,27.0
764,1972,Speedskating,"Men's 1,500 Meters",Norway,Men,2,silver,Roar GrÃ¸nvold,25.0
765,1972,Speedskating,"Men's 1,500 Meters",Sweden,Men,3,bronze,GÃ¶ran Claeson,26.0
766,1972,Speedskating,"Men's 5,000 Meters",Netherlands,Men,1,gold,Ard Schenk,27.0
767,1972,Speedskating,"Men's 5,000 Meters",Norway,Men,2,silver,Roar GrÃ¸nvold,25.0
768,1972,Speedskating,"Men's 5,000 Meters",Norway,Men,3,bronze,Sten Stensen,24.0
769,1972,Speedskating,"Men's 10,000 Meters",Netherlands,Men,1,gold,Ard Schenk,27.0
770,1972,Speedskating,"Men's 10,000 Meters",Netherlands,Men,2,silver,Kees Verkerk,29.0
771,1972,Speedskating,"Men's 10,000 Meters",Norway,Men,3,bronze,Sten Stensen,24.0
772,1972,Speedskating,Women's 500 Meters,United States,Women,1,gold,Anne Henning,16.0
773,1972,Speedskating,Women's 500 Meters,Soviet Union,Women,2,silver,Vera Krasnova,21.0
774,1972,Speedskating,Women's 500 Meters,Soviet Union,Women,3,bronze,Lyudmila Titova,25.0
775,1972,Speedskating,"Women's 1,000 Meters",West Germany,Women,1,gold,Monika Gawenus-Holzner-Pflug,17.0
776,1972,Speedskating,"Women's 1,000 Meters",Netherlands,Women,2,silver,Atje Keulen-Deelstra,33.0
777,1972,Speedskating,"Women's 1,000 Meters",United States,Women,3,bronze,Anne Henning,16.0
778,1972,Speedskating,"Women's 1,500 Meters",United States,Women,1,gold,Dianne Holum,20.0
779,1972,Speedskating,"Women's 1,500 Meters",Netherlands,Women,2,silver,Stien Baas-Kaiser,33.0
780,1972,Speedskating,"Women's 1,500 Meters",Netherlands,Women,3,bronze,Atje Keulen-Deelstra,33.0
781,1972,Speedskating,"Women's 3,000 Meters",Netherlands,Women,1,gold,Stien Baas-Kaiser,33.0
782,1972,Speedskating,"Women's 3,000 Meters",United States,Women,2,silver,Dianne Holum,20.0
783,1972,Speedskating,"Women's 3,000 Meters",Netherlands,Women,3,bronze,Atje Keulen-Deelstra,33.0
784,1976,Alpine Skiing,Men's Downhill,Austria,Men,1,gold,Franz Klammer,22.0
785,1976,Alpine Skiing,Men's Downhill,Switzerland,Men,2,silver,Bernhard Russi,27.0
786,1976,Alpine Skiing,Men's Downhill,Italy,Men,3,bronze,Herbert Plank,21.0
787,1976,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,1,gold,Heini Hemmi,27.0
788,1976,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,2,silver,Ernst Good,26.0
789,1976,Alpine Skiing,Men's Giant Slalom,Sweden,Men,3,bronze,Ingemar Stenmark,19.0
790,1976,Alpine Skiing,Men's Slalom,Italy,Men,1,gold,Piero Gros,21.0
791,1976,Alpine Skiing,Men's Slalom,Italy,Men,2,silver,Gustavo Thoeni,24.0
792,1976,Alpine Skiing,Men's Slalom,Liechtenstein,Men,3,bronze,Willi Frommelt,23.0
793,1976,Alpine Skiing,Women's Downhill,West Germany,Women,1,gold,Rosi Mittermaier,25.0
794,1976,Alpine Skiing,Women's Downhill,Austria,Women,2,silver,Brigitte Totschnig,21.0
795,1976,Alpine Skiing,Women's Downhill,United States,Women,3,bronze,Cindy Nelson,20.0
796,1976,Alpine Skiing,Women's Giant Slalom,Canada,Women,1,gold,Kathy Kreiner,18.0
797,1976,Alpine Skiing,Women's Giant Slalom,West Germany,Women,2,silver,Rosi Mittermaier,25.0
798,1976,Alpine Skiing,Women's Giant Slalom,France,Women,3,bronze,DaniÃ¨le Debernard,21.0
799,1976,Alpine Skiing,Women's Slalom,West Germany,Women,1,gold,Rosi Mittermaier,25.0
800,1976,Alpine Skiing,Women's Slalom,Italy,Women,2,silver,Claudia Giordani,20.0
801,1976,Alpine Skiing,Women's Slalom,Liechtenstein,Women,3,bronze,Hanni Wenzel,19.0
802,1976,Biathlon,Men's 20 Kilometers,Soviet Union,Men,1,gold,Nikolay Kruglov,26.0
803,1976,Biathlon,Men's 20 Kilometers,Finland,Men,2,silver,Heikki Ikola,28.0
804,1976,Biathlon,Men's 20 Kilometers,Soviet Union,Men,3,bronze,Aleksandr Yelizarov,23.0
805,1976,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
806,1976,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Finland,Men,2,silver,Finland,
807,1976,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,East Germany,Men,3,bronze,East Germany,
808,1976,Bobsled,Men's Two,East Germany,Men,1,gold,East Germany-2,
809,1976,Bobsled,Men's Two,West Germany,Men,2,silver,West Germany-1,
810,1976,Bobsled,Men's Two,Switzerland,Men,3,bronze,Switzerland-1,
811,1976,Bobsled,Men's Four,East Germany,Men,1,gold,East Germany-1,
812,1976,Bobsled,Men's Four,Switzerland,Men,2,silver,Switzerland-2,
813,1976,Bobsled,Men's Four,West Germany,Men,3,bronze,West Germany-1,
814,1976,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,1,gold,Nikolay Bazhukov,22.0
815,1976,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,2,silver,Yevgeny Belyayev,21.0
816,1976,Cross-Country Skiing,Men's 15 Kilometers,Finland,Men,3,bronze,Arto Koivisto,28.0
817,1976,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,1,gold,Sergey Savelyev,27.0
818,1976,Cross-Country Skiing,Men's 30 Kilometers,United States,Men,2,silver,Bill Koch,20.0
819,1976,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Ivan Garanin,30.0
820,1976,Cross-Country Skiing,Men's 50 Kilometers,Norway,Men,1,gold,Ivar Formo,24.0
821,1976,Cross-Country Skiing,Men's 50 Kilometers,East Germany,Men,2,silver,Gert-Dietmar Klause,30.0
822,1976,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,3,bronze,Benny SÃ¶dergren,27.0
823,1976,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,1,gold,Finland,
824,1976,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,2,silver,Norway,
825,1976,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,3,bronze,Soviet Union,
826,1976,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,1,gold,Helena Kivioja-Takalo,28.0
827,1976,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,2,silver,Raisa Smetanina,23.0
828,1976,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,3,bronze,Nina Fyodorova-Baldycheva,28.0
829,1976,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Raisa Smetanina,23.0
830,1976,Cross-Country Skiing,Women's 10 Kilometers,Finland,Women,2,silver,Helena Kivioja-Takalo,28.0
831,1976,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,3,bronze,Galina Kulakova,33.0
832,1976,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Soviet Union,Women,1,gold,Soviet Union,
833,1976,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Finland,Women,2,silver,Finland,
834,1976,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,East Germany,Women,3,bronze,East Germany,
835,1976,Figure Skating,Men's Singles,Britain,Men,1,gold,John Curry,26.0
836,1976,Figure Skating,Men's Singles,Soviet Union,Men,2,silver,Vladimir Kovalyov,23.0
837,1976,Figure Skating,Men's Singles,Canada,Men,3,bronze,Toller Cranston,26.0
838,1976,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
839,1976,Figure Skating,Mixed Pairs,East Germany,Mixed,2,silver,East Germany-1,
840,1976,Figure Skating,Mixed Pairs,East Germany,Mixed,3,bronze,East Germany-2,
841,1976,Figure Skating,Mixed Ice Dancing,Soviet Union,Mixed,1,gold,Soviet Union-1,
